72184-1-entrytone|ᎠᏧᏣ|Achű:ja.|Boy
73729-1-entrytone|ᎤᏓᏅᎯᏓ|U:danv:hi̋:da.|A long distance
73730-1-entrytone|ᎤᏓᏅᏅᎢ|Ù:danv:hnv̋:ɂi.|Row
73730-1-nounadjpluraltone|ᏚᏓᏅᏅᎢ|Dù:danv:hnv̋:ɂi.|Row (plural)
73731-1-entrytone|ᎤᏓᏍᏛᏗᏍᏗ|U:da:sdv̌:dî:sdi.|Punishment
73732-1-entrytone|ᎤᏓᏩᏗᏍᎬᎢ|Ù:dǎ:wádî:sgv̋:i.|In the shade
73732-1-nounadjpluraltone|ᏚᏓᏩᏗᏍᎬᎢ|Dù:dǎ:wádî:sgv̋:ɂi.|In the shade (plural)
73733-1-entrytone|ᎤᏓᏴᎳᏔ|Ù:dayv:lá:ta.|It is in view
73733-1-vfirstprestone|ᎠᏆᏓᏴᎳᏔ|À:gwadayv:láta.|I am in view (I am...)
73733-1-vsecondimpertone|ᏣᏓᏴᎳᏖᏍᏗ|Jadayv:laté:sdi.|Let you be in view (Let you...)
73733-1-vthirdinftone|ᎤᏓᏴᎳᏘᏗ|U:dayv:latdi.|For him to be in view (For him to...)
73733-1-vthirdpasttone|ᎤᏓᏴᎳᏛᎢ|Ù:dayv:latv̌:ɂi.|A while ago he did in view (He did...a while ago)
73733-1-vthirdprestone|ᎤᏓᏴᎳᏙᎢ|Ù:dayv:lató:ɂi.|It is usually in view (He usually...)
73734-1-entrytone|ᎤᏕᎦ|Ù:dé:ga.|1. he is throwing it 2. he is pitching (ball)
73734-1-vfirstprestone|ᎠᏆᏕᎦ|À:gwadé:ga.|1. I am throwing it 2. I am pitching (ball) (I am...)
73734-1-vsecondimpertone|ᏣᏚᎦ|Jadù:ga.|1. Let you be throwing it 2. Let you be pitching (ball) (Let you...)
73734-1-vthirdinftone|ᎤᏗᏅᏗ|U:dǐ:nv̂:di.|1. For him to be throwing it 2. For him to be pitching (ball) (For him to...)
73734-1-vthirdpasttone|ᎤᏗᏅᏒᎢ|Ù:dǐ:nv̂:sv̌:ɂi.|1. He did throw it 2. He did pitch (ball) (He did...a while ago)
73734-1-vthirdprestone|ᎤᏕᎪᎢ|Ù:dé:gó:ɂi.|1. he is usually throwing it 2. he is usually pitching (ball) (He usually...)
73735-1-entrytone|ᎤᏕᎩ|U:de̋:gi.|Pitcher (ball)
73735-1-nounadjpluraltone|ᎤᎾᏕᎩ|U:nade̋:gi.|Pitcher (ball) (plural)
73736-1-entrytone|ᎤᏕᎰᎯᏍᏗ|U:de:hǒ:hi:sdi.|Embarrassment
73737-1-entrytone|ᎤᏕᎰᏌᏘ|U:dehǒ:sati.|Bashful
73737-1-nounadjpluraltone|ᎤᎾᏕᎰᏌᏘ|U:nade:hǒ:sati.|Bashful (plural)
73738-1-entrytone|ᎤᏕᎵᏍᎦᎸᎲᎢ|Ù:de:lǐ:sgá:lv:hv̋:ɂi.|Ditch
73738-1-nounadjpluraltone|ᏚᏕᎵᏍᎦᎸᎲᎢ|Dù:de:lǐ:sgálv:hv̋:ɂi.|Ditch (plural)
73739-1-entrytone|ᎤᏕᏘᏱᎭ|Ù:de:tiyíha.|He is having a birthday
73739-1-vfirstprestone|ᎠᏆᏕᏘᏱᎭ|À:gwade:tiyíha.|I am having a birthday (I am...)
73739-1-vsecondimpertone|ᏣᏕᏘᏯ|Jade:tiya.|Let you be having a birthday (Let you...)
73739-1-vthirdinftone|ᎤᏕᏘᏴᏗ|U:de:tiyhdi.|For him to be having a birthday (For him to...)
73739-1-vthirdpasttone|ᎤᏕᏘᏴᎲᎢ|Ù:de:tiyv:hv̌:ɂi.|He did hav a birthday (He did...a while ago)
73739-1-vthirdprestone|ᎤᏕᏘᏱᏍᎪᎢ|Ù:de:tiyǐ:sgóɂi.|He is usually having a birthday (He usually...)
73740-1-entrytone|ᎤᏗᏆᎸᏕᏱᏓ|U:dì:gwalv:dé:yida.|Bolt, screw
73740-1-nounadjpluraltone|ᏧᏗᏆᎸᏕᏱᏓ|Ju:dì:gwalv:dé:yida.|Bolt, screw (plural)
73741-1-entrytone|ᎤᏗᏞᎦ|Ù:di:hléhga.|It is hot
73741-1-vsecondimpertone|ᏣᏗᏞᎨᏍᏗ|Jadi:hlehgé:sdi.|Let you be hot (Let you...)
73741-1-vthirdpasttone|ᎤᏗᏞᎬᎢ|Ù:di:hlehgv̌:ɂi.|A while ago he did hot (He did...a while ago)
73741-1-vthirdprestone|ᎤᏗᏞᎪᎢ|Ù:di:hlehgó:ɂi.|It is usually hot (He usually...)
73742-1-entrytone|ᎤᏗᏞᎲᏍᎦ|Ù:di:hléhv́sga.|He has a fever
73742-1-vfirstprestone|ᎠᏆᏗᏞᎲᏍᎦ|À:gwadi:hléhv́sga.|I have a fever (I am...)
73742-1-vsecondimpertone|ᏣᏗᏞᎲᎯ|Jadi:hlehvhi.|Let you have a fever (Let you...)
73742-1-vthirdinftone|ᎤᏗᏞᎲᏍᏗ|U:di:hléhv́sdi.|For him to have a fever (For him to...)
73742-1-vthirdpasttone|ᎤᏗᏞᎲᏍᎬᎢ|Ù:di:hléhv́sgv́:ɂi.|A while ago he had a fever (He did...a while ago)
73742-1-vthirdprestone|ᎤᏗᏞᎲᏍᎪᎢ|Ù:di:hléhv́sgó:ɂi.|He usually has a fever (He usually...)
73743-1-entrytone|ᎤᏗᏍᎦᏝ|Ù:di:sgáhla.|He is in hiding
73743-1-vfirstprestone|ᎠᏆᏗᏍᎦᏝ|À:gwadi:sgáhla.|I am in hiding (I am...)
73743-1-vsecondimpertone|ᏣᏗᏍᎦᏞᏍᏗ|Jadi:sgahlé:sdi.|Let you be in hiding (Let you...)
73743-1-vthirdinftone|ᎤᏗᏍᎦᎸᏗ|U:di:sgahldi.|For him to be in hiding (For him to...)
73743-1-vthirdpasttone|ᎤᏗᏍᎦᏢᎢ|Ù:di:sgahlv̌:ɂi.|A while ago he did in hiding (He did...a while ago)
73743-1-vthirdprestone|ᎤᏗᏍᎦᏠᎢ|Ù:di:sgahló:ɂi.|He is usually in hiding (He usually...)
73744-1-entrytone|ᎤᏗᏫᏍᎦ|Ù:dîwsga.|He is getting well
73744-1-vfirstprestone|ᎠᏆᏗᏫᏍᎦ|À:gwadîwsga.|I am getting well (I am...)
73744-1-vsecondimpertone|ᏣᏗᏫ|Jadì:hwi.|Let you be getting well (Let you...)
73744-1-vthirdinftone|ᎤᏗᏫᏍᏗ|U:dì:hwísdi.|For him to be getting well (For him to...)
73744-1-vthirdpasttone|ᎤᏗᏫᏒᎢ|Ù:dîwsv̌:ɂi.|He did gett well (He did...a while ago)
73744-1-vthirdprestone|ᎤᏗᏫᏍᎪᎢ|Ù:dîwsgó:ɂi.|He is usually getting well (He usually...)
73746-1-entrytone|ᎤᏗᏴᏓᏛᎢ|Ù:dí:yv:dáɂdv̋:ɂi.|His navel
73747-1-entrytone|ᎤᏜᏅᏓ|Ù:dlanv:da.|There's an opening
73747-1-vthirdpasttone|ᎤᏜᏅᏛᎢ|Ù:dlanv:dv̌:ɂi.|There's an opening (He did...a while ago)
73747-1-vthirdprestone|ᎤᏜᏅᏙᎢ|Ù:dlanv:dǒ:ɂi.|There's an opening (He usually...)
73748-1-entrytone|ᎤᏜᏅᏓᏕᎭ|Ù:dlanv:daɂdeha.|He has time
73748-1-vfirstprestone|ᎠᏆᏜᏅᏓᏕᎭ|À:gwadlanv:dáɂdeha.|I have time (I am...)
73748-1-vsecondimpertone|ᏣᏜᏅᏓᏗᏏ|Jadla:nv:dadì:si.|Let you have time (Let you...)
73748-1-vthirdinftone|ᎤᏜᏅᏓᏕᏗ|U:dlanv:daɂdéhdi.|For him to have time (For him to...)
73748-1-vthirdpasttone|ᎤᏜᏅᏓᏕᎸᎢ|Ù:dlanv:dáɂde:lv̌:ɂi.|A while ago he had time (He did...a while ago)
73748-1-vthirdprestone|ᎤᏜᏅᏓᏕᎰᎢ|Ù:dlanv:dáɂde:hó:ɂi.|He usually has time (He usually...)
73749-1-entrytone|ᎤᏜᏏᏛᎡᎭ|Ù:dlâ:si:tv́:ɂe:ha.|He is disbelieving
73749-1-vfirstprestone|ᎠᏆᏜᏏᏛᎡᎭ|À:gwadlâ:si:tv́:ɂe:ha.|I am disbelieving (I am...)
73749-1-vsecondimpertone|ᏣᏜᏏᏛᏏ|Jadlà:si:tv̀:si.|Let you be disbelieving (Let you...)
73749-1-vthirdinftone|ᎤᏜᏏᏛᎡᏗ|U:dlà:si:tv́:ɂe:hdi.|For him to be disbelieving (For him to...)
73749-1-vthirdpasttone|ᎤᏜᏏᏛᎡᎸᎢ|Ù:dlâ:si:tv́:ɂe:lv̌:ɂi.|He did disbeliev (He did...a while ago)
73749-1-vthirdprestone|ᎤᏜᏏᏛᎡᎰᎢ|Ù:dlâ:si:tv́:ɂe:hó:ɂi.|He is usually disbelieving (He usually...)
73750-1-entrytone|ᎤᏜᏏᏛᎡᎯ|U:dlà:sǐ:tv́ɂe̋:hi.|Nonbeliever
73750-1-nounadjpluraltone|ᎤᎾᏜᏏᏛᎡᎯ|U:nadlà:sǐ:tv́ɂe̋:hi.|Nonbeliever (plural)
73751-1-entrytone|ᎤᏞᎦ|Ù:dlé:ga.|He is taking revenge
73751-1-vfirstprestone|ᎠᏆᏞᎦ|À:gwadlé:ga.|I am taking revenge (I am...)
73751-1-vsecondimpertone|ᏣᏞᎩ|Jadlè:gi.|Let you be taking revenge (Let you...)
73751-1-vthirdinftone|ᎤᏞᎢᏍᏗ|U:dleɂísdi.|For him to be taking revenge (For him to...)
73751-1-vthirdpasttone|ᎤᏞᏨᎢ|Ù:dlé:jv̌:ɂi.|He did tak revenge (He did...a while ago)
73751-1-vthirdprestone|ᎤᏞᎪᎢ|Ù:dlé:gó:ɂi.|He is usually taking revenge (He usually...)
73752-1-entrytone|ᎤᏟ|Udli.|Away from
73753-1-entrytone|ᎤᏟᎠᏓ|Ù:dlí:ɂada.|He is wearing an earring
73753-1-vfirstprestone|ᎠᏆᏟᎠᏓ|À:gwadlí:ɂada.|I am wearing an earring (I am...)
73753-1-vsecondimpertone|ᏣᏟᎠᏕᏍᏗ|Jadlí:ɂadé:sdi.|Let you be wearing an earring (Let you...)
73753-1-vthirdpasttone|ᎤᏟᎠᏛᎢ|Ù:dlí:ɂadv̌:ɂi.|He did wear an earring (He did...a while ago)
73753-1-vthirdprestone|ᎤᏟᎠᏙᎢ|Ù:dlí:ɂadó:ɂi.|He is usually wearing an earring (He usually...)
73754-1-entrytone|ᎤᏠᎾᏍᏗ|U:dlǒ:nà:sdi.|Hypocrite
73754-1-nounadjpluraltone|ᎤᎾᏠᎾᏍᏗ|U:nadlǒ:nà:sdi.|Hypocrite (plural)
73755-1-entrytone|ᎤᏠᏏᏅᏓ|U:dlò:si:nv̌:da.|Dewberries
73756-1-entrytone|ᎤᏢᏓᎸᏓ|U:dlv:dalv̋:da.|Splinter
73756-1-nounadjpluraltone|ᏧᏢᏓᎸᏓ|Ju:dlv:dalv̋:da.|Splinter (plural)
73757-1-entrytone|ᎤᏢᎦ|Ù:dlv́:ga.|He is sick
73757-1-vfirstprestone|ᎠᎩᏢᎦ|À:kdlv́:ga.|I am sick (I am...)
73757-1-vsecondimpertone|ᏣᏢᎩ|Tsdlv̀:gi.|Let you be sick (Let you...)
73757-1-vthirdinftone|ᎤᏢᎢᏍᏗ|U:dlvɂísdi.|For him to be sick (For him to...)
73757-1-vthirdpasttone|ᎤᏢᎬᎢ|Ù:dlv́:gv̌:ɂi.|A while ago he did sick (He did...a while ago)
73757-1-vthirdprestone|ᎤᏢᎪᎢ|Ù:dlv́:gó:ɂi.|He is usually sick (He usually...)
73758-1-entrytone|ᎤᏢᎩ|U:dlv̋:gi.|Patient, sick person
73758-1-nounadjpluraltone|ᏧᏂᏢᎩ|Ju:ni:dlv̋:gi.|Patient, sick person (plural)
73759-1-entrytone|ᎤᏢᏈᏗ|U:dlv̋:kwdi.|Sophisticated
73759-1-nounadjpluraltone|ᎤᎾᏢᏈᏗ|U:nadlv̋:kwdi.|Sophisticated (plural)
73760-1-entrytone|ᎤᏙ|U:do.|1. his sister  2. her brother
73760-1-nounadjpluraltone|ᏧᏙ|Ju:do.|1. his sister  2. her brother (plural)
73761-1-entrytone|ᎤᏙᏓ|U:do:da.|His father
73762-1-entrytone|ᎤᏙᏓᏆᏓ|U:dǒ:dagwada.|All day
73763-1-entrytone|ᎤᏙᏓᏆᏍᎬᎢ|Ù:dǒ:dágwà:sgv̋:ɂi.|Sunday
73763-2-entrytone|ᎤᎾᏙᏓᏆᏍᎬᎢ|Ù:nadǒ:dágwà:sgv̋:ɂi.|Sunday
73764-1-entrytone|ᎤᏙᏓᏈᏕᎾ|U:dǒ:dágwi:de̋:na.|Saturday
73764-2-entrytone|ᎤᎾᏙᏓᏈᏕᎾ|Ù:nadǒ:dágwi:de̋:na.|Saturday
73765-1-entrytone|ᎤᏙᏓᏈᏗᏒᎢ|Ù:dǒ:dágwi:dí:sv̋:ɂi.|During the day
73766-1-entrytone|ᎤᏙᏓᏉᏅᎢ|U:dǒ:dágwohnv̋:ɂi.|Monday
73766-2-entrytone|ᎤᎾᏙᏓᏉᏅᎢ|U:nadǒ:dágwohnv̋:ɂi.|Monday
73767-1-entrytone|ᎤᏙᎯᏳ|U:do:hiyű.|Really, very
73768-1-entrytone|ᎤᏚᏚ|U:dù:du.|His grandfather (maternal)
73769-1-entrytone|ᎤᏚᎭ|Ù:dúha.|He is standing in liquid
73769-1-vfirstprestone|ᎠᏆᏚᎭ|À:gwadúha.|I am standing in liquid (I am...)
73769-1-vsecondimpertone|ᏣᏚᏎᏍᏗ|Jadú:sé:sdi.|Let you be standing in liquid (Let you...)
73769-1-vthirdinftone|ᎤᏚᏗ|Ù:duhdi.|For him to be standing in liquid (For him to...)
73769-1-vthirdpasttone|ᎤᏚᏒᎢ|Ù:dú:sv̌:ɂi.|He did stand in liquid (He did...a while ago)
73769-1-vthirdprestone|ᎤᏚᏐᎢ|Ù:dú:só:ɂi.|He is usually standing in liquid (He usually...)
73770-1-entrytone|ᎤᏚᏥ|U:du:ji.|His uncle
73770-1-nounadjpluraltone|ᏧᏚᏥ|Ju:du:ji.|His uncle (plural)
73771-1-entrytone|ᎤᏚᎵᎭ|Ù:du:líha.|He wants it
73771-1-vfirstprestone|ᎠᏆᏚᎵᎭ|À:gwadu:líha.|He wants it (I am...)
73771-1-vsecondimpertone|ᏣᏚᎳ|Jadǔ:la.|He wants it (Let you...)
73771-1-vthirdinftone|ᎤᏚᎸᏗ|U:duhldi.|He wants it (For him to...)
73771-1-vthirdpasttone|ᎤᏚᎸᎲᎢ|Ù:du:lv:hv̌:ɂi.|He wants it (He did...a while ago)
73771-1-vthirdprestone|ᎤᏚᎵᏍᎪᎢ|Ù:du:lǐ:sgóɂi.|He wants it (He usually...)
73772-1-entrytone|ᎤᏛᏅᎢᏍᏗ|Ù:dv:nv́:ɂi:sdi.|He is willing
73772-1-vfirstprestone|ᎠᏆᏛᏅᎢᏍᏗ|À:gwadv:nv́:ɂisdi.|I am willing (I am...)
73772-1-vsecondimpertone|ᏣᏛᏅᎢᏍᏕᏍᏗ|Jadv:nv́:ɂisdé:sdi.|Let you be willing (Let you...)
73772-1-vthirdpasttone|ᎤᏛᏅᎢᏍᏛᎢ|Ù:dv:nv́:ɂisdv̌:ɂi.|He did will (He did...a while ago)
73772-1-vthirdprestone|ᎤᏛᏅᎢᏍᏙᎢ|Ù:dv:nv́:ɂisdó:ɂi.|He is usually willing (He usually...)
73773-1-entrytone|ᎤᎦᎶᎦ|U:galǒ:ga.|Leaf
73773-1-nounadjpluraltone|ᏧᎦᎶᎦ|Ju:galǒ:ga.|Leaf (plural)
73774-1-entrytone|ᎤᎦᎹ|Ǔ:gáma.|Soup
73775-1-entrytone|ᎤᎦᎾᏍᏓ|U:gana̋:sda.|Sweet
73775-1-nounadjpluraltone|ᎤᏂᎦᎾᏍᏓ|U:ni:gana̋:sda.|Sweet (plural)
73776-1-entrytone|ᎤᎦᎾᏩ|U:gǎ:nawa.|Warm
73777-1-entrytone|ᎤᎦᎾᏩ|U:gǎ:nawa.|Democrat
73777-1-nounadjpluraltone|ᎤᏂᎦᎾᏩ|U:ni:gǎ:nawa.|Democrat (plural)
73778-1-entrytone|ᎤᎦᎾᏬᏍᎦ|Ù:ga:nawo:sga.|1. he is becoming warm  2. he is warming himself
73778-1-vfirstprestone|ᎠᎩᎦᎾᏬᏍᎦ|À:giga:nawo:sga.|1. I am becoming warm  2. I am warming myself (I am...)
73778-1-vsecondimpertone|ᏣᎦᎾᏬᎯ|Jaga:nawǒ:hi.|1. Let you be becoming warm  2. Let you be warming himself (Let you...)
73778-1-vthirdinftone|ᎤᎦᎾᏬᎯᏍᏗ|U:ga:nawo:hisdi.|1. For him to be becoming warm  2. For him to be warming himself (For him to...)
73778-1-vthirdpasttone|ᎤᎦᎾᏬᏒᎢ|Ù:ga:nawo:sv̌:ɂi.|1. He did becom warm  2. He did warm himself (He did...a while ago)
73778-1-vthirdprestone|ᎤᎦᎾᏬᏍᎪᎢ|Ù:ga:nawo:sgó:ɂi.|1. he is usually becoming warm  2. he is usually warming himself (He usually...)
73779-1-entrytone|ᎤᎦᏅᏓᏛᎢ|Ù:ganhdáɂdv̋:ɂi.|Page
73779-1-nounadjpluraltone|ᏚᎦᏅᏓᏛᎢ|Dù:ganhdáɂdv̋:ɂi.|Page (plural)
73780-1-entrytone|ᎤᎨᏳᎭ|Ù:ge:yúha.|1. he is possessive of her, it  2. he loves her
73780-1-vfirstprestone|ᏥᎨᏳᎠ|Ji:ge:yú:ɂa.|1. I am possessive of her, it  2. he loves her (I am...)
73780-2-vfirstprestone|ᎠᎩᎨᏳᎭ|À:gige:yúha.|1. I am possessive of her, it  2. he loves her (I am...)
73780-1-vsecondimpertone|ᎯᎨᏳᏎᏍᏗ|Hi:ge:yú:sé:sdi.|1. Let you be possessive of her, it  2. he loves her (Let you...)
73780-2-vsecondimpertone|ᏣᎨᏳᏎᏍᏗ|Jage:yú:sé:sdi.|1. Let you be possessive of her, it  2. he loves her (Let you...)
73780-1-vthirdinftone|ᎤᎨᏳᏗ|U:geyhdi.|1. For him to be possessive of her, it  2. he loves her (For him to...)
73780-1-vthirdpasttone|ᎤᎨᏳᏒᎢ|Ù:ge:yú:sv̌:ɂi.|1. A while ago he did possessive of her, it  2. he loves her (He did...a while ago)
73780-1-vthirdprestone|ᎤᎨᏳᏐᎢ|Ù:ge:yú:só:ɂi.|1. he is usually possessive of her, it  2. he loves her (He usually...)
73781-1-entrytone|ᎤᎨᏳᎿᎢ|U:ge:yǔ:hnaɂi.|Possessive stingy person
73781-1-nounadjpluraltone|ᎤᏂᎨᏳᎿᎢ|U:ni:ge:yǔ:hnaɂi.|Possessive stingy person (plural)
73782-1-entrytone|ᎤᎩᏓᏟ|U:gì:dáhli.|Feather
73782-1-nounadjpluraltone|ᏧᎩᏓᏟ|Ju:gì:dáhli.|Feather (plural)
73783-1-entrytone|ᎤᎩᏨᏓ ᎢᏴᎢ|U:gijv̋:da iyv̋:ɂi.|Next morning
73784-1-entrytone|ᎤᎩᏥᏕᏱ|U:gitsde̋:yi.|Dawn
73785-1-entrytone|ᎤᎪᏗ|Ù:gô:di.|More
73786-1-entrytone|ᎤᎪᏗ|Ǔ:gò:di.|Much, a lot of
73786-1-nounadjpluraltone|ᎤᏂᎪᏗ|U:ní:gò:di.|Much, a lot of (plural)
73787-1-entrytone|ᎤᎪᏂᏲᎦ|Ù:go:hnǐ:yô:ga.|He is late
73787-1-vfirstprestone|ᎠᎩᎪᏂᏲᎦ|À:gigo:hnǐ:yô:ga.|I am late (I am...)
73787-1-vsecondimpertone|ᏣᎪᏂᏲᎩ|Jago:hni:yò:gi.|Let you be late (Let you...)
73787-1-vthirdinftone|ᎤᎪᏂᏲᏍᏗ|U:go:hnǐ:yósdi.|For him to be late (For him to...)
73787-1-vthirdpasttone|ᎤᎪᏂᏲᏨᎢ|Ù:go:hnǐ:yô:jv̌:ɂi.|A while ago he did late (He did...a while ago)
73787-1-vthirdprestone|ᎤᎪᏂᏲᎪᎢ|Ù:go:hnǐ:yô:gó:ɂi.|He is usually late (He usually...)
73788-1-entrytone|ᎤᎪᏍᎦ|Ù:go:sga.|1. it is decaying  2. it is spoiling
73788-1-vfirstprestone|ᎠᎩᎪᏍᎦ|À:gigo:sga.|1. I am decaying  2. I am spoiling (I am...)
73788-1-vsecondimpertone|ᏣᎪᎯ|Jagǒ:hi.|1. Let you be decaying  2. Let you be spoiling (Let you...)
73788-1-vthirdinftone|ᎤᎪᎯᏍᏗ|U:go:hisdi.|1. For him to be decaying  2. For him to be spoiling (For him to...)
73788-1-vthirdpasttone|ᎤᎪᏒᎢ|Ù:go:sv̌:ɂi.|1. He did decay  2. He did spoil (He did...a while ago)
73788-1-vthirdprestone|ᎤᎪᏍᎪᎢ|Ù:go:sgó:ɂi.|1. it is usually decaying  2. it is usually spoiling (He usually...)
73789-1-entrytone|ᎤᎪᏏᏓ|U:gǒ:sida.|Rotten
73789-1-nounadjpluraltone|ᎤᎾᎪᏏᏓ|U:nagǒ:sida.|Rotten (plural)
73790-1-entrytone|ᎤᎫᎫ|U:gù:ku.|Hoot owl
73790-1-nounadjpluraltone|ᎤᏂᎫᎫ|U:ni:gù:ku.|Hoot owl (plural)
73791-1-entrytone|ᎤᎬᎭᏟ|U:gv̌:hahli.|Part
73791-1-nounadjpluraltone|ᎤᎾᎬᎭᏟ|U:nagv̌:hahli.|Part (plural)
73792-1-entrytone|ᎤᎬᏫᏳᎭ|Ù:gv:wiyúha.|Instead
73793-1-entrytone|ᎤᎬᏫᏳᎯ|U:gv:wiyu:hi.|1. king  2. president (nation)  3. chief
73793-1-nounadjpluraltone|ᎤᏂᎬᏫᏳᎯ|U:ni:gv:wiyu:hi.|1. king  2. president (nation)  3. chief (plural)
73794-1-entrytone|ᎤᎭ|Ǔ:ha.|He has a solid object
73794-1-vfirstprestone|ᎠᎩᎭ|À:giha.|I have a solid object (I am...)
73794-1-vsecondimpertone|ᏣᎮᏍᏗ|Jahé:sdi.|Let you have a solid object (Let you...)
73794-1-vthirdpasttone|ᎤᎲᎢ|Ù:hv̌:ɂi.|A while ago he had a solid object (He did...a while ago)
73794-1-vthirdprestone|ᎤᎰᎢ|Ù:hó:ɂi.|He usually has a solid object (He usually...)
73795-1-entrytone|ᎤᎭᏠᎨᎭ|Ù:hahló:geha.|He is yawning
73795-1-vfirstprestone|ᎠᎧᏠᎨᎭ|À:kahló:geha.|I am yawning (I am...)
73795-1-vsecondimpertone|ᏣᎭᏠᎬᎳ|Jahahlò:gv̌:la.|Let you be yawning (Let you...)
73795-1-vthirdinftone|ᎤᎭᏠᎨᏗ|U:hahlò:géhdi.|For him to be yawning (For him to...)
73795-1-vthirdpasttone|ᎤᎭᏠᎨᎲᎢ|Ù:hahló:ge:hv̌:ɂi.|He did yawn (He did...a while ago)
73795-1-vthirdprestone|ᎤᎭᏠᎨᏍᎪᎢ|Ù:hahló:ge:sgó:ɂi.|He is usually yawning (He usually...)
73796-1-entrytone|ᎤᎭᎸᏂ|U:halv:ni.|Bell
73796-1-nounadjpluraltone|ᏧᎭᎸᏂ|Ju:halv:ni.|Bell (plural)
73797-1-entrytone|ᎤᎭᏁᎦᎸᎢ|Ù:hané:gaɂlv̋:ɂi.|His lip
73797-1-nounadjpluraltone|ᏚᎭᏁᎦᎸᎢ|Dù:hané:gaɂlv̋:ɂi.|His lip (plural)
73798-1-entrytone|ᎤᎭᏬᏍᏗᎭ|Ù:hawó:sdiha.|He is smothering, suffocating
73798-1-vfirstprestone|ᎠᎩᎭᏬᏍᏗᎭ|À:gihawó:sdiha.|I am smothering, suffocating (I am...)
73798-2-vfirstprestone|ᎠᎧᏬᏍᏗᎭ|À:kawó:sdiha.|I am smothering, suffocating (I am...)
73798-1-vsecondimpertone|ᏣᎭᏬᏍᏓ|Jahawò:sda.|Let you be smothering, suffocating (Let you...)
73798-1-vthirdinftone|ᎤᎭᏬᏍᏙᏗ|U:hawò:sdóhdi.|For him to be smothering, suffocating (For him to...)
73798-1-vthirdpasttone|ᎤᎭᏬᏍᏔᏅᎢ|Ù:hawó:stanv̌:ɂi.|He did smother, suffocating (He did...a while ago)
73798-1-vthirdprestone|ᎤᎭᏬᏍᏗᏍᎪᎢ|Ù:hawó:sdi:sgó:ɂi.|He is usually smothering, suffocating (He usually...)
73799-1-entrytone|ᎤᎯᏌᏔ|Ù:hí:sata.|There's dew
73799-1-vfirstprestone|ᎠᎩᎯᏌᏔ|A:gihí:sata.|There's dew (I am...)
73799-1-vsecondimpertone|ᏣᎯᏌᏖᏍᏗ|Jahí:saté:sdi.|There's dew (Let you...)
73799-1-vthirdpasttone|ᎤᎯᏌᏛᎢ|Ù:hí:satv̌:ɂi.|There's dew (He did...a while ago)
73799-1-vthirdprestone|ᎤᎯᏌᏙᎢ|Ù:hí:sató:ɂi.|There's dew (He usually...)
73800-1-entrytone|ᎤᎯᏐᏓᏁᎭ|Ù:hi:sohdâ:neha.|1. he is lonesome  2. he is homesick
73800-1-vfirstprestone|ᎠᎩᎯᏐᏓᏁᎭ|À:gihi:sohdâ:neha.|1. I am lonesome  2. I am homesick (I am...)
73800-2-vfirstprestone|ᎠᎩᏐᏓᏁᎭ|À:ki:sohdá:neha.|1. I am lonesome  2. I am homesick (I am...)
73800-1-vsecondimpertone|ᏣᎯᏐᏓᏏ|Jahi:sohdà:si.|1. Let you be lonesome  2. Let you be homesick (Let you...)
73800-1-vthirdpasttone|ᎤᎯᏐᏓᏁᎸᎢ|Ù:hi:sohdâ:ne:lv̌:ɂi.|1. A while ago he did lonesome  2. A while ago he did homesick (He did...a while ago)
73800-1-vthirdprestone|ᎤᎯᏐᏓᏁᎰᎢ|Ù:hi:sohdâ:ne:hó:ɂi.|1. he is usually lonesome  2. he is usually homesick (He usually...)
73801-1-entrytone|ᎤᎯᏐᏗ|Ù:hi:sóhdi.|It is lonesome
73801-1-vthirdpasttone|ᎤᎯᏐᏛᎢ|Ù:hi:sohdv̌:ɂi.|A while ago he did lonesome (He did...a while ago)
73801-1-vthirdprestone|ᎤᎯᏐᏙᎢ|Ù:hi:sohdó:ɂi.|It is usually lonesome (He usually...)
73802-1-entrytone|ᎤᏟᏂᎩᏓ|U:hlinǐ:gida.|Powerful, strong
73802-1-nounadjpluraltone|ᏧᎾᏟᏂᎩᏓ|Ju:nahlinǐ:gida.|Powerful, strong (plural)
73803-1-entrytone|ᎤᏟᏍᏓ|Uhli̋:sda.|Quickly
73804-1-entrytone|ᎤᏠᎩ|U:hlogi.|His, her aunt
73804-1-nounadjpluraltone|ᏧᏠᎩ|Ju:hlogi.|His, her aunt (plural)
73805-1-entrytone|ᎤᏠᏱ|U:hlő:yi.|Same kind of
73805-1-nounadjpluraltone|ᎤᏂᏠᏱ|U:ni:hlő:yi.|Same kind of (plural)
73806-1-entrytone|ᎤᎿ|Ù:hna̋.|There
73807-1-entrytone|ᎤᎿᎷᏛᎢ|Ù:hnalú:dv̋:ɂi.|Island
73807-1-nounadjpluraltone|ᏚᎿᎷᏛᎢ|Dù:hnalú:dv̋:ɂi.|Island (plural)
73808-1-entrytone|ᎤᎿᎸᎦ|Ù:hnǎ:lv̂:ga.|He is becoming angry
73808-1-vfirstprestone|ᎠᎩᎾᎸᎦ|À:kinǎ:lv̂:ga.|I am becoming angry (I am...)
73808-1-vsecondimpertone|ᏣᎾᎸᎩ|Chana:lv̀:gi.|Let you be becoming angry (Let you...)
73808-1-vthirdinftone|ᎤᎿᎸᎢᏍᏗ|U:hnǎ:lv́ɂisdi.|For him to be becoming angry (For him to...)
