"id","entrytone","nounadjpluraltone","vfirstprestone","vsecondimpertone","vthirdinftone","vthirdpasttone","vthirdprestone","definitiond"
73793,"u2gv2wi.2yu2hi","u2ni2gv2wi.2yu2hi","","","","","","1. king  2. president (nation)  3. chief"
73794,"u23ha","","a1gi.2ha","ja.2he3sdi","-----","u1hv23?i","u1ho3?i","he has a solid object"
73795,"u1ha.2hlo3ge.2ha","","a1ka.2hlo3ge.2ha","ja.2ha.2hlo1gv23la","u2ha.2hlo1geh3di","u1ha.2hlo3ge2hv23?i","u1ha.2hlo3ge2sgo3?i","he's yawning"
73796,"u2ha.2lv2ni","ju2ha.2lv2ni","","","","","","bell"
73797,"u1ha.2ne3ga.?2lv4?i","du1ha.2ne3ga.?2lv4?i","","","","","","his lip"
73798,"u1ha.2wo3sdi.2ha","","a1gi.2ha.2wo3sdi.2ha, a1ka.2wo3sdi.2ha","ja.2ha.2wo1sda","u2ha.2wo1sdoh3di","u1ha.2wo3sta.2nv23?i","u1ha.2wo3sdi2sgo3?i","he's smothering, suffocating"
73799,"u1hi3sa.2ta","","a2gi.2hi3sa.2ta","ja.2hi3sa.2te3sdi","-----","u1hi3sa.2tv23?i","u1hi3sa.2to3?i","there's dew"
73800,"u1hi2soh2da32ne.2ha","","a1gi.2hi2soh2da32ne.2ha, a1ki2soh2da3ne.2ha","ja.2hi2soh2da1si","","u1hi2soh2da32ne2lv23?i","u1hi2soh2da32ne2ho3?i","1. he's lonesome  2. he's homesick"
73801,"u1hi2soh3di","","-----","-----","-----","u1hi2soh2dv23?i","u1hi2soh2do3?i","it's lonesome"
73802,"u2hli.2ni23gi.2da","ju2na.2hli.2ni23gi.2da","","","","","","powerful, strong"
73803,"u.2hli4sda","","","","","","","quickly"
73804,"u2hlo.2gi","ju2hlo.2gi","","","","","","his, her aunt"
73805,"u2hlo4yi","u2ni2hlo4yi","","","","","","same kind of"
73806,"u1hna4","","","","","","","there"
73807,"u1hna.2lu3dv4?i","du1hna.2lu3dv4?i","","","","","","island"
73808,"u1hna23lv32ga","","a1ki.2na23lv32ga","cha.2na2lv1gi","u2hna23lv.3?i.2sdi","u1hna23lv32jv23?i","u1hna23lv32go3?i","he's becoming angry"
73809,"u1hna23lv.3ha","","a1ki.2na23lv.3ha","cha.2na23lv32se3sdi","-----","u1hna23lv32sv23?i","u1hna23lv32so3?i","he's angry"
73810,"u2hna1sde23dla","ju2hna1sde23dla","","","","","","root"
73811,"u2hna1sde23dlv4?i","du1hna32sde2dlv4?i","","","","","","its root"
73812,"u1hna32sgwa.2lo3?a","","a1ki.2na32sgwa.2lo3?a","cha.2na1sgwa.2lo23ja","u2hna1sgwa.2lo1sdi","u1hna32sgwa.2lo3?v23?i","u1hna32sgwa.2lo3sgo3?i","stubbing his toe"
73813,"u2hna1su23ga","u2ni2hna1su23ga","","","","","","possum grape"
73814,"u1hna32suh2ga.2hlv4?i","du1hna32suh2ga.2hlv4?i","","","","","","his toenail"
73815,"u1hna.2wa32sdi.2ha","","a1ki.2na.2wa32sdi.2ha","cha.2na.2wa1sda","u2hna.2wa1sdoh3di","u1hna.2wa32sta.2nv23?i","u1hna.2wa32sdi2sgo3?i","he has a chill"
73816,"u2hna.2wo","ju2hna.2wo","","","","","","his shirt"
73817,"u1hne2lv3sv4?i","du1hne2lv3sv4?i","","","","","","his scar"
73818,"u23hni.3ha","","a1gwa23hni.3ha","ja23hni.3he3sdi","-----","u23hni.3hv23?i","u23hni.3ho3?i","he's in bed"
73819,"u1hnihl2gv4?i","du1hnihl2gv4?i","","","","","","stump"
73820,"u2hno4sda","","","","","","","one dollar"
73821,"u1hnu32wa","","a1gwa.2hnu32wa","ja.2hnu32we3sdi","-----","u1hnu32wv23?i","u1hnu32wo3?i","he's wearing a shirt, coat"
73822,"u1hnv2kwo2la.2tv4?i","du1hnv2kwo2la.2tv4?i","","","","","","rainbow"
73823,"u1hnv3si2yv4?i","du1hnv3si2yv4?i","","","","","","corner"
73824,"u2hwa.2ge4da","ju2hwa.2ge4da","","","","","","thick"
73825,"u1hwa.2sga","","a1ki.2wa.3sga","cha.2wa.2hi","u2hwa.3hi.3sdi","u1hwa.2sv3?i","u1hwa.2sgo.3?i","he's buying it"
73826,"u2hye4hi","-----","","","","","","her husband"
73827,"u1hyo.2ha","","a1gi.2hyo.3ha","jayh2ga","uy2sdi","u1hya.2lv23?i","u1hyo.2ho3?i","he's looking for it (inanimate)"
73828,"u1hyo2lu.3ha","","a1ki.2yo2lu.3ha","hi.2hyo2lu2hv1ga","u2hyo2luh3di","u1hyo2lu3sv23?i","u1hyo2lu3so3?i","he, it's afloat"
73829,"u2hyo23na","ju2hyo23na","","","","","","horn"
73830,"u2hyv2dla","","","","","","","cold"
73831,"u2hyv4dla","","","","","","","cold"
73832,"U2hyv4dla","U2ni2hyv4dla","","","","","","Republican"
73833,"u1hyv2dla","","-----","-----","-----","u1hyv2dlv23?i","u1hyv2dloi3?","it (weather) is cold"
73834,"u2hyv2dla u1ni3yi.2ha","","u2hyv2dla a1gi.?3ni2yi.3ha","u2hyv2dla wi2ja?3ni2ya","u2hyv2dla u2niyh23di","u2hyv2dla u1ni3yv2hv23?i","u2hyv2dla u1ni3yi23sgo.3?i","he has a cold"
73835,"u1hyvh2ji.2nv2tga","","a1ki.2yvh2ji.2nv2tga","cha.2yvh2ji.2nv2tgi","u2hyvh2ji.2nv2tsdi","u1hyvh2ji.2nv2tsv23?i","u1hyvh2ji.2nv2tgo3?i","He's choking on it"
73836,"u1hyv.2sde3?a","","a1ki.2yv.2sde3?a","cha.2yv.2sda.2ga","u2hyv.2sde1sdi","u1hyv.2sda3?v23?i","u1hyv.2sde3sgo3?i","He's getting drunk"
73837,"u2hyv.2sde4da","ju2ni2hyv.2sde4da","","","","","","drunk"
73838,"u2hyv.2sde4sgi","ju2ni2hyv.2sde4sgi","","","","","","drunkard"
73839,"u.3hyv.2sdi","u2ni.3hyv.2sdi","","","","","","strong (taste)"
73840,"u1ja.3a","","a1gwa.2ja.3?a","ja.2ja.3?e3sdi","-----","u1ja.3?v23?i","u1ja.3?o3?i","he's inside it"
73841,"u2ja.2le4sdi","","","","","","","wheat"
73842,"u23ja.2ti","u2ni23ja.2ti","","","","","","a lot"
73843,"u2je2li","","","","","","","his, her"
73844,"u1je2tsdi","","a1gwa.2je2tsdi","ha.2je2tsda","u1je2tsdoh3di","u1je2tsdv23?i","u1je2tsdo3?i","he's grinning"
73845,"u2je4tsdi","u2na.2je4tsdi","","","","","","possum"
73846,"u2ji","-----","","","","","","his mother"
73847,"u2ji2lv3?i","","","","","","","cotton"
73849,"u2ji2ya","u2ni2ji2ya","","","","","","worm"
73850,"u1jo2na.3ta","","a1gwa2jo2na.3ta","ha2jo2na.2tv1ga","u2jo2na.2tdi","u1jo2na.2tv23?i","u1jo2na2to3?i","it's rattling"
73851,"u2jo2na.2ti","u2na.2jo2na.2ti","","","","","","rattlesnake"
73852,"u2jo4sdi","u2na.2jo4sdi, ju2jo4sdi","","","","","","confusing"
73853,"u2ka2hyo4da","u2ni2ka.2hyo4da, ju2ka.2hyo4da","","","","","","dry"
73854,"u2ka2hyo4dv4?i","ju2ka.2hyo2dv4?i","","","","","","dry place"
73855,"u1ka.2tv4?hi","","","","","","","his face"
73856,"u1ke23da3li2yv4?i","du1ke23da.3li2yv4?i","","","","","","valley"
73857,"u1ksa2ta","","a1gwa.2ksa.3ta","ja.2ksa.2te3sdi","u2ksa.2tdi","u1ksa.2tv23?i","u1ksa.2to3?i","it's sticking out"
73858,"u1kse2sdi","","ji2ya.2ga1se.2sdi, a1gwa.2kse.2sdi","hi2ya.2ga1se.2sde3sdi, jaksesdesdi","u2kse.2sdoh3di","u1kse.2sdv23?i","u1kse.2sdo3?i","1. he's watching him, 2. he's being careful"
73859,"u2kso1ja2ne4da","u2na.2kso1ja.2ne4da","","","","","","goat"
73860,"u2ksu3ti","u2na.2ksu3ti","","","","","","diamondback rattler"
73861,"u2kta","u2ni2kta","","","","","","1. grain, 2. seed"
73862,"u1kv.2ha.3da","","a1gi.2kv.2ha.3da","ja.2kv.2ha.2de3sdi","----","u1kv.2ha.2dv23?i","u1kv.2ha.2do3?i","it's foggy"
73863,"u23kv1hi.2sdi","u2ni23kv1hi.2sdi","","","","","","cute"
73864,"u1kwo23le32ga","","a1gi.2kwo23le32ga","ja.2kwo2lu1ga","u2kwo23lv32sdi","u1kwo23lv32sv23?i","u1kwo23le32go3i","he's not having any luck hunting"
73865,"u2la1sih2de4ni","ju2la1sih2de4ni","","","","","","his foot"
73866,"u2la1su23lo","ju2la1su23lo","","","","","","his shoe"
73867,"u1le2na23hi3ha","","a1gwa.2le2na23hi.3ha","ja.2le2na23ga","u2le2na23sdi","u1le2na23hlv3?i","u1le2na23hi.3ho3?i","he's losing his way"
73868,"u2le2so4da","ju2na.2le2so4da","","","","","","thin (animate)"
73869,"u1li23da32sdi2ha","","a1gi.2li23da32sdi.2ha","ja.2li2da32sda","u2li23da32sdoh2di","u1li23da32sta.2nv23?i","u1li23da32sdi2sgo3?i","he's making a mistake"
73870,"u2li2go23hv2sdi","","","","","","","fall"
73871,"u2li2hwo1jv4?i","ju2ni2li2hwo1jv4?i","","","","","","dead (non-human)"
73872,"u2li2ji1sgwa2ne4da","","","","","","","curly"
73873,"u2li2jo23hi3da","","","","","","","fat"
73874,"u2li2ksi","ju2li.2ksi","","","","","","intestine"
73875,"u3li2sdi","ju3na.?2li.2sdi","","","","","","weak"
73876,"u2li3si","","","","","","","his grandmother (maternal)"
73877,"u1li23ye32di2ha","","a1gi.2li23ye32di.2ha","ja.2li2ye1da","u2li23ye32dohdi","u1li.23ye32ta.2nv23?i","u1li23ye32di2sgo3?i","he's moaning"
73878,"u1li2ye32su2stga","","a1gwa.2li.2ye32su2stga","ja.2li.2ye32su2stge3sdi","----","u1li.2ye32su2stgv23?i","u1li.2ye32su2stgo3?i","he's wearing a ring"
73879,"u1lo32gi2la","","----","----","----","u1lo32gi.2lv23?i","u1lo32gi.2lo3?i","it's cloudy"
73880,"u2lo1gi3li","","","","","","","cloud"
73881,"ul1sda32hne.2ha","","a1gwal2sda32hne.2ha","jal2sda1si","ul2sda1hneh3di","ul1sda32hne2lv23?i","ul1sda32hne2ho3?i","it's happening to him"
73882,"ul2sdu2?i4da","jul2sdu.2?i4da","","","","","","open"
73883,"ul1sdu3la","","a1gwal2sdu3la","jal2sdu3le3sdi","----","ul1sdu3lv23?i","ul1sdu3lo3?i","he's wearing a cap"
73884,"ul2sge4da","u2nal2sge4da, jul2sge4da","","","","","","important"
73885,"ul3sgwa2li2da","jul3sgwa.2li.2da","","","","","","1. broken (long object), 2. he's broke (when used in the plural form)"
73886,"ul1sgwa2lu3da","","a1gwal2sgwa.2lu3da","jal2sgwa.2lu3de3sdi","----","ul1sgwa.2lu3dv23?i","ul1sgwa.2lu3do3?i","he's sticking his head out"
73887,"ul1sgwe3tuh2ga","","a1gwal2sgwe3tuh2ga","jal2sgwe3tuh2ge3sdi","----","ul1sgwe3tuh2gv23?i","ul1sgwe3tuh2go3?i","he's wearing a hat"
73888,"ul1sih3ga","","----","jal2sih3ge32sdi","----","ul1sih3gv3?i","ul1sih3go.3?i","it's dark"
73889,"ul23sih2gi","u23nal2sih2gi, jul23sih2gi","","","","","","dark"
73890,"ul2su23hwi2da","u2nal2su2hwi.2da, jul2su23hwi.2da","","","","","","colored"
73891,"u2lv23da","","","","","","","poinson ivy"
73892,"u1lv23kwdi","","ji2lv23gwo32di, a1gi.2lv23kwdi","hi2lv2gwo1da, hilvkwda","u2lv23kwdoh2di","u1lv23kwdv3?i","u1lv23kwdo3?i","he likes it, him"
73893,"u2lv23sa.?2di","ju2lv23sa.?2di","","","","","","glass"
73894,"u1na.3?a","","a1gi.2na.3a","ja.2na.3e3sdi","----","u1na.3v23?i","u1na.3o3?i","he has a flexible object"
73895,"u2na.2da2de1sv4da","ju2na.2da2de1sv4da","","","","","","chain"
73896,"u2na.2la1sgahl3di4?i","ju2na2la1sgahl3di4?i","","","","","","1. ball field, 2. field house"
73897,"u1na.2li3go.2ha","","o1ga.2li3go.2ha","i1ja.2li3go1se3sdi","----","u1na.2li3go1sv23?i","u1na.2li3go1so3?i","they're together"
73899,"u2na2li4?i","ju2li4?i","","","","","","his friend"
73900,"u2na.2li4kdi","","","","","","","1. his girlfriend, 2. her boyfriend"
73901,"u2na2lo3?i.2da","ju2na2lo3?i.2da","","","","","","plaid"
73902,"u2ne4ga","u2ni2ne4ga, ju2ne4ga","","","","","","white"
73903,"u1ne3ga.2?lv4?i","","","","","","","his skin"
73904,"u?ne3gihl2di","u2ni2ne3gihl2di, ju2ne3gihl2di","","","","","","ugly"
73905,"u1ne23gu32ja","","a1gi.2ne23gu32ja","ja.2ne23gu32je3sdi","----","u1ne23gu32jv23?i","u1ne23gu32jo3?i","he's being mean"
73906,"u2ne2gu3ji.2da","u2ni2ne2gu3ji.2da","","","","","","cruel, mean"
73907,"u2ne2gv2ha4?i","ju2ne2gv2ha4?i","","","","","","blanket"
73908,"u1ne.3ha","","a1gi.2ne.3ha","ja.2ne2he3sdi","u2neh2di","u1ne2hv23?i","u1ne2ho3?i","he has liquid"
73909,"u2ne23hla.3nv4hi, u2ne23hla.3nv2hi","","","","","","","1. creator, 2. God"
73910,"u2ne23sda.3la","","","","","","","ice"
73911,"unh23ji","","","","","","","snow"
73912,"unh1ta","","a1gwanh2ta","janh2te3sdi","----","unh1tv23?i","unh1to3?i","he knows it"
73913,"u2ni23si","ju2ni23si","","","","","","his grandparents, (paternal)"
73914,"u2no1de4na","u2ni2no1de4na","","","","","","sheep"
73915,"u1no2hyvh3ga","","a1gi.2no2hyvh3ga","ja.2no2hyv23la","u2no2hyv2hli.2sdi","u1no2hyvl2sv23?i","u1no2hyvh2go3?i","it is sounding"
73916,"u2no2le","","","","","","","wind, air, storm, tornado"
73917,"U2no2lv1ta.2na","","","","","","","January"
73918,"u2nv23di","","","","","","","milk"
73919,"u2nv23ji3da","","","","","","","brain"
73920,"u2nv23sa","","","","","","","1. themselves, 2. one another, each other (see Gram. III A)"
73921,"u2sa.3ge4?i","ju2sa.3ge4?i, di2sa.3ge4?i","","","","","","thin (inanimate)"
73922,"u1sa.2no","ju1sa.2no","","","","","","her dress"
73923,"u1sda32ga.2lv4?i","du1sda32ga.2lv4?i","","","","","","cave"
73924,"u2sda.2ga.2yv23hi.2da","u2ni2sda.2ga.2yv23hi.2da, ju2sda.2ga.2yv23hi.2da","","","","","","crisp"
73925,"u2sda1yv.23hv2sgi","","","","","","","his wife"
73926,"u2sdi4","jun2sdi","","","","","","baby"
73927,"u.2sdi4","jun2sdi, ju.2sdi","","","","","","little"
73928,"u.2sdi4 ga.2nv2hnv4?i","ju.2sdi4 de23ga.3nv2hnv4?i","","","","","","trail"
73929,"u1sdi.2ne3ga.2?lv4?i","","","","","","","his scalp"
73930,"u1sdv2di.3?a","","ak1sdv2di.3?a","tsdv23da","u2sdv23di32sdi","u1sdv3dv23?i","u1sdv2di32sgo3?i","he's receiving punishment"
73931,"u2se2ga1jv4?i, se2ga1jv4?i",,,,,,,"barely"
73932,"u2sga.2no4li","u2ni2sga.2no4li, ju2sga.2no4li","","","","","","slow"
73933,"u2sgo4sdi","ju2sgo4sdi","","","","","","bright"
73934,"u23sgwa.2ni.2kdi","u2ni23sgwa.2ni.2kdi, ju23sgwa.2ni.2kdi","","","","","","interesting"
73935,"u2sgwo2hli4?i","","","","","","","his abdomen, stomach"
73936,"u23si.2hwa","ju23si.2hwa","","","","","","empty"
73937,"u1si.2hwa.3sga","","ak1si.2hwa.3sga","tsi.2hwa.2hi","u2si.2hwa.2hi.2sdi","u1si.2hwa.2hv23?i","u1si.2hwa.2sgo3?i","he's coughing"
73938,"u.2ska","ju.2ska","","","","","","head, skull"
73939,"u2sko4li","ju2sko4li","","","","","","peak, (of object)"
73940,"u1so2tv4?i","ju2na1so2tv4?i","","","","","","behind a person"
73941,"u1stih2gv4?i","","","","","","","his (head of) hair"
73942,"u3suh2ga.2hlv4?i","du3suh2ga.2hlv4?i","","","","","","his claw"
73943,"u3su2la","","a1gwa3su2la","ja3su2le3sdi","----","u3su2lv23?i","u3su2lo3?i","he's wearing pants"
73944,"u1su2lo","ju1su2lo","","","","","","his pants"
73945,"u2sv2de4na","ju2sv2de4na","","","","","","shotgun"
73946,"u2sv2do4ni","ju2sv2do4ni","","","","","","conduit, pipe"
73947,"u1sv2hi.3ha","","ak1sv2hi.3ha","tsv23ha","u2sv2sdi","u1sv2hlv23?i","u1sv2hi.2ho3?i","he's going to bed"
73948,"u.2sv4?i","","","","","","","night"
73949,"u1ta.2de2gi3?a","","ak1ta.2de2gi3?a","tsta.2de2gv1ga","u2ta.2de23go32di","u1ta.2de2ga32nv23?i","u1ta.2de2gi3sgo3?i","he's thirsty"
73950,"u1ta.2hla.2wo2sga","","ak1ta.2hla.2wo2sga","tsta.2hla.2wo23hi","u2ta.2hla.2wo2hi.2sdi","u1ta.2hla.2wo2sv23?i","u1ta.2hla.2wo2sgo3?i","he's becoming enraged"
73951,"u23ta.2na","ju23na.2ta.2na, ju23ta.2na","","","","","","big, large"
73952,"u2ta.2ni4","ju2na.2ta.2ni, ju2ta.2ni","","","","","","too big, large"
73954,"u2ta.2no23lv4da","","","","","","","steam"
73955,"u2ti2yv23hnv4?i","","","","","","","leftovers"
73956,"u1tsgwa.2lv2tv4?i","du1tsgwa.2lv2tv4?i","","","","","","his ankle"
73957,"u23tsgwi.2di","u23na.2tsgwi.2di, ju23tsgwi.2di","","","","","","crooked"
73958,"u2tsgwi4sdi","u2ni2tsgwi4sdi","","","","","","a lot"
73959,"u2tu1gi","","","","","","","hope"
73960,"u1tv2da32sdi","","ji2ya1tv2da32sdi, a1gwa.2tv2da32sdi","hi2ya1tv2da32sde3sdi, ja.2tv2da32sde3sdi","u2tv2da1sdoh3di","u1tv2da32sdv23?i","u1tv2da32sdo3?i","he's listening to him, it"
73961,"u2tv.2hi.2sdi","ju2na.2tv.2hi.2sdi","","","","","","old chap (of men)"
73962,"u2tv.2so2hnv4?i","ju2na.2tv.2so.2hnv4?i","","","","","","old man"
73963,"u1wa3?i.2hlv4?i","du1wa3?i.2hlv4?i","","","","","","bush"
73964,"u1wa2ji23sga.3hlv4?i","","","","","","","scales (of fish)"
73965,"u1wa2kew2sga","","a1gwv2kew2sga","wi.2jv23ke3wa","u.2wa2ke2hwi.3sdi","u1wa2kew2sv23?i","u1wa2kew2sgo3?i","he's forgetting"
73966,"u1wa2ku23le32ga","","a1gi2ku23le32ga","ja2ku2le1gi","u.2wa2ku23le.3?i.2sdi","u1wa2ku23le32jv23?i","u1wa2ku23le32go3?i","he's belching, burping"
73967,"u1wa3na2wi.3?a","","a1gi3na2wi.3?a","ja1na23wa","u.2wa1na23wi32sdi","u1wa3na2wv23?i","u1wa3na2wi32sgo3?i","he's shivering"
73968,"u.2wan2sv4?i","u2nvn2sv4?i","","","","","","ripe"
73969,"u1wa.?3ni","","","","","","","wool"
73970,"u1wa3ni.2ga.2hlv4?i","du1wa3ni.2ga.2hlv4?i","","","","","","limb (of a tree)"
73971,"u1wa2nv3ga","","a1gwv2nv3ga","jv2nv1gi","u.2wa2nv1sdi","u1wa2nv3gv23?i","u1wa2nv3go3?i","he's in a hurry"
73972,"u.2wa4sa","u2nv4sa","","","","","","alone, only"
73973,"u.2wa23sa","","","","","","","himself, itself (see Gram. III, A)"
73974,"u.2wa1sv4hi","ju.2wa1sv4hi","","","","","","numb"
73975,"u1waw2sv32ga","","a1giw2sv32ga","jaw2sv1gi","u.2waw2sv.2sdi","u1waw2sv32jv23?i","u1waw2sv32go3?i","he smells it"
73976,"u1wa32ya","","a1gwv23ya","jv23ye32sdi","","u1wa23yv3?i","u1wa23yo.3?i","he has a long object"
73977,"u1we2hi.2sda32ne.2ha","","a1gwe2hi.2sda32ne.2ha","je2hi.2sda1si","u.2we2hi.2sda1neh3di","u1we2hi.2sda32ne2lv23?i","u1we2hi.2sda32ne2ho3?i","he's aching, hurting"
73978,"u1we2hluh3ga","","a1gwe2hluh3ga","he2hlu.3hv1ga","u2we2hlu.2hv.3sdi","u1we2hlu.2hnv23?i","u1we2hluh2go3?i","he's yelling, howling, meowing, etc"
73979,"u.2we23hna.2?i","ju2ne23hna.2?i","","","","","","wealthy"
73980,"u.2we23ji","ju.2we23ji","","","","","","egg"
73981,"u.2we23ji","ju.2we23ji","","","","","","his offspring, child"
73982,"u.2we23ji a.2chu4ja","ju.2we23ji a.2ni2chu4ja","","","","","","his son (child)"
73983,"u.2we23ji a.2ge23hya","ju.2we23ji a.2ni2ge23hya","","","","","","his daughter (adult)"
73984,"u.2we23ji a.2ge2hyu4ja","ju.2we23ji a.2ni2ge2hyu4ja","","","","","","his daughter (child)"
73985,"u.2we23ji a.2sga.2ya","ju.2we23ji a.2ni2sga.2ya","","","","","","his son (adult)"
73986,"u1we2ka.3ha","","a1gi2ka.3ha","je2ka.2he3sdi","","u1we2ka.2hv23?i","u1we2ka.2ho3?i","he has it (animate)"
73987,"u.2we2la","ju.2we2la","","","","","","liver"
73988,"u1we2li23hi.3?a","","a1gwe2li23hi.3?a","je2li23hi32sge3sdi","u.2we2li23hi32sdi","u1we2li23hi32sgv23?i","u1we2li23hi32sgo3?i","he's worried, anxious"
73989,"u.2we2li23hi4sdi","","","","","","","worried"
73990,"u.2we4ti","ju.2we4ti","","","","","","old (object)"
73991,"u1we3yv4?i","du1we3yv4?i","","","","","","creek, river, stream"
73992,"u.2wo2de23hwi4da","ju2no2de23hwi4da, ju.2wo2de23hwi4da","","","","","","damp"
73993,"u.2wo23di.3ge4?i","ju2no23di.3ge4?i, ju.2wo23di2ge4?i","","","","","","brown"
73994,"u.2wo2du4hi","ju2no2du4hi, ju.2wo2du4hi","","","","","","pretty"
73995,"u.2wo1gi.3hli","","","","","","","foam, beer"
73996,"u1wo2hi.2yu.3ha","","a1gwo2hi.2yu.3ha","jo2hi.2yu3se3sdi","","u1wo2hi.2yu3sv23?i","u1wo2hi.2yu3so3?i","1. he's confident  2. he has faith"
73997,"u1wo23hla","","a1gwo23hla","jo23hle32sdi","","u1wo23hlv3?i","u1wo23hlo.3?i","1. he's sitting  2. he's at home"
73998,"u1wo.2hla.3?v4?i","du1wo.2hla.3?v4?i","","","","","","bluff"
73999,"u.2wohl4di","u2nohl4di, ju.2wohl4di","","","","","","funny"
74000,"u.2wo23ti.2da","ju.2wo23ti.2da","","","","","","swollen"
74001,"u.2wo1ye4ni","ju.2wo1ye4ni","","","","","","his hand"
74002,"u.2wu23ya.2ti","ju2nu23ya.2ti","","","","","","furry"
74003,"u2yehl4di","","","","","","","reason"
74004,"u2ye2lo.3?i.2sdi","","","","","","","suddenly"
74005,"u2ye2lv2ha4?i","ju2ni2ye2lv2ha4?i","","","","","","naked"
74006,"u1ye2tsga","","a1gi.2ye2tsga","ja.2ye23tsa","u2ye2tsdi","u1ye2tsv23?i","u1ye2tsgo3?i","he's laughing"
74007,"u1yo2de3?a","","a1gi.2yo2de3?a","ja.2yo2da.2ga","u2yo2de1sdi","u1yo2de3sgv23?i","u1yo2de3sgo3?i","he's itching"
74008,"u1yo2hu23se.3ha","","a1gi.2yo2hu23se.3ha","ja.2yo2hu23si","u2yo2hu23seh3di","u1yo2hu23se3lv23?i","u1yo2hu23se3ho3?i","he's losing it"
74009,"u2yo2hu2sv4?i","ju2ni2yo2hu2sv4?i","","","","","","dead (human)"
74010,"u2yo4?i","u2ni2yo4?i, ju2yo4?i","","","","","","bad"
74011,"u2yo1jv4?i","u2ni2yo1jv4?i, ju2yo1jv4?i","","","","","","1. broken, 2. spoiled (person)"
74012,"u1yo3si.2ha","","a1gi.2yo3si.2ha","ja.2yo1si23sa","u2yo1si23soh3di","u1yo3si2sgv23?i","u1yo3si2sgo3?i","he's hungry"
74013,"v2da.2li","","","","","","","pond, lake"
74014,"v2hyu23gi","","","","","","","disease"
74015,"-v?i","","","","","","","future imperative (see Gram. I, D)"
74016,"-v?i","","","","","","","past tense (see Gram. I, D)"
74017,"v2le","","","","","","","locust"
74018,"v1sgi.2gi3","","","","","","","really?"
74019,"v1sgi.2hnv3 i.2yu4sdi","","","","","","","therefore, for that reason"
74020,"V23sgi.3hyi","","","","","","","December"
74021,"v1sgi.2na","","","","","","","that"
74022,"w-","","","","","","","translocative (see Gram. I, A) (direction away from speaker)"
74023,"wa23da.3du23ga","","","","","","","dragonfly"
74024,"wa.2di.3?a","","wi.2ji.2di.3?a","hwi.2da","wu1di1sdi","wu1dv23?i","wa.2di32sgo3?i","he's sending a long object"
74025,"wa.2do","","","","","","","thank you"
74026,"wa3du2li3si","","","","","","","1. bee  2. honey, syrup, sorghum"
74027,"wa.2du23na","ju2wa.2du23na","","","","","","blood vessel"
74028,"wah2ga","","","","","","","cow"
74029,"wah2ga ha.2wi2ya",,,,,,,"beef, steak"
74030,"wa23hu.3hi","","","","","","","owl"
74031,"wa.2hv.3sga","","wi.2ji.3?v.3sga","hwi.2hv32ga","wuh1di","wu1hnv23?i","wa.2hv.3sgo3?i","he's sending it"
74032,"wa.2hya, wa.2ha.2ya","","","","","","","wolf"
74033,"wa23ji","","","","","","","clock, watch"
74034,"wa.2ji1la","","","","","","","saliva"
74035,"wa.2kti","","wi.2ji.2ga32ti","hwi.2kte32sdi","","wa1ktv23?i","wa.2kto3?i","he's heading in the direction of"
74036,"wa3le2la","","","","","","","hummingbird"
74037,"wa.2lo3si","","","","","","","frog"
74038,"wa.2ne3?i","","","","","","","hickory tree"
74039,"wa.2ni.3ge4?i","di2wa.2ni.3ge4?i","","","","","","soft"
74040,"wa3so2hla","","","","","","","moth"
74041,"Wa3sv2da.?3na","","","","","","","Washington"
74042,"Wa3sv2da.?3no4?i","","","","","","","Washington (place)"
74043,"-we-","","","","","","","reversive (see Gram. I, C)"
74044,"we23sa","","","","","","","cat"
74045,"wi-, w-","","","","","","","1. motion away from speaker 2. back toward speaker (see Gram. I, A)"
74046,"wi2ga23ka.3hv.2sga","","wi.2ji23ya32ka.2hv.2sga","hwi23ya32ka.2hv32ga","wu1wa2koh2di","wu1wa2ka.2nv23i","wi.2ga23ka.3hv.2sgo3?i","he's sending, taking it (animate)"
74047,"wi.2ga.2ne3hv.2sga","","wi.2ji.2ne.3?v2sga","hwi.2ne3hv1ga","wu1neh2di","wu1ne2hnv23?i","wi.2ga.3ne3hv.2sgo3?i","he's sending, taking it (liquid)"
74048,"wi.2ga.3nv.3?v.2sga","","wi.2ji.3nv.3?v.2sga","hwi.2nv.3?v1ga","wu1nv1di","wu1nv3nv23?i","wi.2ga.3nv.3?v.2sgo3?i","he's sending; taking it (flexible)"
74049,"wo2yi, wo2ya","","","","","","","pigeon"
74050,"wu23de3li1ga","","wa.2gwa.3de2li1ga","wi.2ja.3de3li1gi","wu1de2li.3sdi","wu1de23li32jv23?i","wu2de3li2go?3i","he, it's going out of sight"
74051,"wu23de3li1gv4?i","","","","","","","west"
74052,"wu.2wa3kdv4?i","wu23nv3kdv4?i","","","","","","rest of, remnants"
74053,"y-","","","","","","","non-factual (see Gram. I, A)"
74054,"y-","","","","","","","negative (not), conditional (if) (see Gram. I, A)"
74055,"-ya, -ya?i","","","","","","","pure blood, full blood (see Gram. II, B)"
74056,"yan2sa","","","","","","","buffalo"
74057,"yi-","","","","","","","see y-"
74058,"yi4gi","","","","","","","if (see Gram. I, G)"
74059,"yi.2ni.2gal3sdi.3ha.2gwu i.2lvh3dlv4?i","","","","","","","anywhere, wherever"
74060,"yi.2ni.2gal3sdi.3ha.2gwu ki.2lo","","","","","","","anyone"
74061,"yo23na","","","","","","","bear"
